5.40E+11
4.15E+11
3.23E+11
2.21E+11
1.61E+11
1.10E+11
5.63E+10
3.23E+10
2.24E+10
2.05E+10
2.11E+10
2.08E+10
1.85E+10
1.44E+10
9.73E+09
5.80E+09
3.31E+09
2.35E+09
2.55E+09
3.29E+09
3.98E+09
4.27E+09
4.07E+09
3.33E+09
2.79E+09
2.17E+09
1.77E+09
1.63E+09
1.70E+09
1.86E+09
2.00E+09
2.07E+09
2.02E+09
1.92E+09
1.73E+09
1.48E+09
1.34E+09
1.26E+09
1.23E+09
1.22E+09
1.21E+09
